Date,Match_Num,Home,Away,Winner,POTM_performance,Top_Scorer,Top_Bowler,Match_Report,Match_Rating
2026-09-19,1,SRH,KKR,SRH,Shahbaz Ahmed (KKR) -> 10 off 9 ; 3-28 (4.0),FH Allen (SRH) -> 63 off 36,Shahbaz Ahmed (KKR) -> 3-28 (4.0),SRH 174-6 (18.0) beat KKR 173-7 (20.0) by 4 wickets!,6.8/10
2026-09-19,2,DC,LSG,DC,Sameer Rizvi (LSG) -> 90* off 40,Sameer Rizvi (LSG) -> 90* off 40,H Ssenyondo (LSG) -> 2-24 (4.0),DC 210-8 (19.4) beat LSG 209-5 (20.0) by 2 wickets!,8.2/10
2026-09-19,3,GT,RCB,GT,SV Samson (GT) -> 99* off 58,SV Samson (GT) -> 99* off 58,V Nigam (GT) -> 1-30 (4.0),GT 196-3 (19.1) beat RCB 190-5 (20.0) by 7 wickets!,7.2/10
2026-09-19,4,MI,RR,RR,WG Jacks (RR) -> 95* off 49,WG Jacks (RR) -> 95* off 49,Atharva Ankolekar (RR) -> 3-46 (4.0),RR 218-3 (19.3) beat MI 215-7 (20.0) by 7 wickets!,7.8/10
2026-09-19,5,PBKS,CSK,PBKS,V Suryavanshi (PBKS) -> 63 off 29,V Suryavanshi (PBKS) -> 63 off 29,HV Patel (PBKS) -> 3-21 (3.2),PBKS 209-6 (20.0) beat CSK 166-10 (19.2) by 43 runs!,4.2/10
2026-09-20,6,MI,DC,,,,,,
2026-09-20,7,GT,KKR,,,,,,
2026-09-20,8,RCB,RR,,,,,,
2026-09-20,9,SRH,PBKS,,,,,,
2026-09-20,10,LSG,CSK,,,,,,
2026-09-26,11,KKR,MI,,,,,,
2026-09-26,12,RCB,SRH,,,,,,
2026-09-26,13,RR,CSK,,,,,,
2026-09-26,14,LSG,DC,,,,,,
2026-09-26,15,PBKS,GT,,,,,,
2026-09-27,16,CSK,SRH,,,,,,
2026-09-27,17,RR,MI,,,,,,
2026-09-27,18,KKR,DC,,,,,,
2026-09-27,19,PBKS,RCB,,,,,,
2026-09-27,20,LSG,GT,,,,,,
2026-10-03,21,DC,RCB,,,,,,
2026-10-03,22,LSG,PBKS,,,,,,
2026-10-03,23,CSK,MI,,,,,,
2026-10-03,24,GT,RR,,,,,,
2026-10-03,25,KKR,SRH,,,,,,
2026-10-04,26,CSK,DC,,,,,,
2026-10-04,27,SRH,LSG,,,,,,
2026-10-04,28,RCB,KKR,,,,,,
2026-10-04,29,RR,PBKS,,,,,,
2026-10-04,30,GT,MI,,,,,,
,31,,,,,,,,
,32,,,,,,,,
,33,,,,,,,,
,34,,,,,,,,
,35,,,,,,,,
,36,,,,,,,,
,37,,,,,,,,
,38,,,,,,,,
,39,,,,,,,,
,40,,,,,,,,
,41,,,,,,,,
,42,,,,,,,,
,43,,,,,,,,
,44,,,,,,,,
,45,,,,,,,,
,46,,,,,,,,
,47,,,,,,,,
,48,,,,,,,,
,49,,,,,,,,
,50,,,,,,,,
,51,,,,,,,,
,52,,,,,,,,
,53,,,,,,,,
,54,,,,,,,,
,55,,,,,,,,
,56,,,,,,,,
,57,,,,,,,,
,58,,,,,,,,
,59,,,,,,,,
,60,,,,,,,,
,61,,,,,,,,
,62,,,,,,,,
,63,,,,,,,,
,64,,,,,,,,
,65,,,,,,,,
,66,,,,,,,,
,67,,,,,,,,
,68,,,,,,,,
,69,,,,,,,,
,70,,,,,,,,
,71,,,,,,,,
,72,,,,,,,,
,73,,,,,,,,
,74,,,,,,,,
